code|impuesto_porcentaje|categoria_fiscal
770000500821|0.0|Canasta Básica
770000500822|19.0|Canasta Básica
770000500823|19.0|Alimentos Procesados
770000500824|0.0|Snacks
770000500825|19.0|Lácteos
770000500826|0.0|Alimentos Procesados
770000500827|10.0|Bebidas Azucaradas
770000500828|19.0|Canasta Básica
770000500829|10.0|Alimentos Procesados
770000500830|5.0|Canasta Básica
770000500831|19.0|Bebidas Azucaradas
770000500832|0.0|Lácteos
770000500833|0.0|Lácteos
770000500834|19.0|Snacks
770000500835|0.0|Snacks
770000500836|19.0|Canasta Básica
770000500837|0.0|Alimentos Procesados
770000500838|0.0|Bebidas Azucaradas
770000500839|5.0|Alimentos Procesados
770000500840|10.0|Snacks
770000500841|10.0|Lácteos
770000500842|5.0|Lácteos
770000500843|5.0|Snacks
770000500844|19.0|Lácteos
770000500845|5.0|Bebidas Azucaradas
770000500846|19.0|Alimentos Procesados
770000500847|0.0|Alimentos Procesados
770000500848|0.0|Canasta Básica
770000500849|5.0|Canasta Básica
770000500850|19.0|Alimentos Procesados
770000500851|10.0|Canasta Básica
770000500852|0.0|Bebidas Azucaradas
770000500853|10.0|Alimentos Procesados
770000500854|10.0|Snacks
770000500855|5.0|Alimentos Procesados
770000500856|5.0|Bebidas Azucaradas
770000500857|19.0|Canasta Básica
770000500858|0.0|Alimentos Procesados
770000500859|5.0|Alimentos Procesados
770000500860|10.0|Lácteos
770000500861|5.0|Lácteos
770000500862|5.0|Canasta Básica
770000500863|10.0|Canasta Básica
770000500864|10.0|Alimentos Procesados
770000500865|10.0|Alimentos Procesados
770000500866|10.0|Snacks
770000500867|5.0|Bebidas Azucaradas
770000500868|0.0|Alimentos Procesados
770000500869|5.0|Bebidas Azucaradas
770000500870|19.0|Alimentos Procesados
770000500871|5.0|Alimentos Procesados
770000500872|10.0|Snacks
770000500873|10.0|Alimentos Procesados
770000500874|0.0|Alimentos Procesados
770000500875|19.0|Snacks
770000500876|5.0|Canasta Básica
770000500877|5.0|Bebidas Azucaradas
770000500878|10.0|Canasta Básica
770000500879|0.0|Snacks
770000500880|19.0|Bebidas Azucaradas
770000500881|19.0|Canasta Básica
770000500882|5.0|Snacks
770000500883|19.0|Alimentos Procesados
770000500884|0.0|Canasta Básica
770000500885|0.0|Bebidas Azucaradas
770000500886|10.0|Lácteos
770000500887|0.0|Lácteos
770000500888|0.0|Alimentos Procesados
770000500889|10.0|Snacks
770000500890|0.0|Alimentos Procesados
770000500891|19.0|Bebidas Azucaradas
770000500892|10.0|Alimentos Procesados
770000500893|19.0|Alimentos Procesados
770000500894|0.0|Bebidas Azucaradas
770000500895|19.0|Canasta Básica
770000500896|5.0|Snacks
770000500897|19.0|Bebidas Azucaradas
770000500898|5.0|Lácteos
770000500899|10.0|Alimentos Procesados
770000500900|0.0|Lácteos
770000500901|5.0|Alimentos Procesados
770000500902|5.0|Bebidas Azucaradas
770000500903|19.0|Bebidas Azucaradas
770000500904|10.0|Lácteos
770000500905|5.0|Bebidas Azucaradas
770000500906|10.0|Bebidas Azucaradas
770000500907|0.0|Bebidas Azucaradas
770000500908|19.0|Alimentos Procesados
770000500909|19.0|Alimentos Procesados
770000500910|5.0|Bebidas Azucaradas
770000500911|10.0|Lácteos
770000500912|19.0|Lácteos
770000500913|5.0|Lácteos
770000500914|0.0|Alimentos Procesados
770000500915|10.0|Bebidas Azucaradas
770000500916|0.0|Lácteos
770000500917|10.0|Bebidas Azucaradas
770000500918|10.0|Lácteos
770000500919|0.0|Snacks
770000500920|10.0|Alimentos Procesados
770000500921|19.0|Alimentos Procesados
770000500922|0.0|Lácteos
770000500923|19.0|Alimentos Procesados
770000500924|10.0|Bebidas Azucaradas
770000500925|10.0|Canasta Básica
770000500926|0.0|Alimentos Procesados
770000500927|10.0|Lácteos
770000500928|19.0|Alimentos Procesados
770000500929|5.0|Lácteos
770000500930|5.0|Canasta Básica
770000500931|0.0|Lácteos
770000500932|19.0|Lácteos
770000500933|10.0|Canasta Básica
770000500934|0.0|Alimentos Procesados
770000500935|5.0|Lácteos
770000500936|19.0|Canasta Básica
770000500937|19.0|Lácteos
770000500938|10.0|Snacks
770000500939|10.0|Bebidas Azucaradas
770000500940|10.0|Lácteos
770000500941|19.0|Canasta Básica
770000500942|0.0|Alimentos Procesados
770000500943|0.0|Bebidas Azucaradas
770000500944|5.0|Canasta Básica
770000500945|19.0|Canasta Básica
770000500946|5.0|Alimentos Procesados
770000500947|19.0|Alimentos Procesados
770000500948|19.0|Alimentos Procesados
770000500949|19.0|Bebidas Azucaradas
770000500950|5.0|Canasta Básica
770000500951|5.0|Lácteos
770000500952|0.0|Lácteos
770000500953|5.0|Snacks
770000500954|19.0|Snacks
770000500955|19.0|Lácteos
770000500956|0.0|Bebidas Azucaradas
770000500957|19.0|Alimentos Procesados
770000500958|19.0|Canasta Básica
770000500959|10.0|Canasta Básica
770000500960|10.0|Alimentos Procesados
770000500961|5.0|Alimentos Procesados
770000500962|0.0|Lácteos
770000500963|10.0|Lácteos
770000500964|5.0|Lácteos
770000500965|10.0|Canasta Básica
770000500966|10.0|Lácteos
770000500967|10.0|Canasta Básica
770000500968|0.0|Lácteos
770000500969|19.0|Snacks
770000600970|10.0|Lácteos
770000600971|0.0|Canasta Básica
770000600972|19.0|Snacks
770000600973|10.0|Bebidas Azucaradas
770000600974|5.0|Snacks
770000600975|5.0|Snacks
770000600976|19.0|Bebidas Azucaradas
770000600977|19.0|Canasta Básica
770000600978|10.0|Canasta Básica
770000600979|10.0|Alimentos Procesados
770000600980|19.0|Alimentos Procesados
770000600981|10.0|Snacks
770000600982|5.0|Snacks
770000600983|19.0|Lácteos
770000600984|19.0|Alimentos Procesados
770000600985|19.0|Lácteos
770000600986|5.0|Alimentos Procesados
770000600987|0.0|Bebidas Azucaradas
770000600988|5.0|Canasta Básica
770000600989|10.0|Canasta Básica
770000600990|5.0|Snacks
770000600991|19.0|Snacks
770000600992|0.0|Canasta Básica
770000600993|19.0|Lácteos
770000600994|5.0|Lácteos
770000600995|5.0|Canasta Básica
770000600996|5.0|Snacks
770000600997|10.0|Bebidas Azucaradas
770000600998|0.0|Lácteos
770000600999|5.0|Canasta Básica
770000601000|5.0|Alimentos Procesados
770000601001|19.0|Snacks
770000601002|10.0|Alimentos Procesados
770000601003|10.0|Lácteos
770000601004|0.0|Canasta Básica
770000601005|19.0|Snacks
770000601006|19.0|Bebidas Azucaradas
770000601007|5.0|Lácteos
770000601008|5.0|Snacks
770000601009|0.0|Canasta Básica
770000601010|0.0|Canasta Básica
770000601011|10.0|Bebidas Azucaradas
770000601012|19.0|Lácteos
770000601013|19.0|Bebidas Azucaradas
770000601014|5.0|Lácteos
770000601015|0.0|Alimentos Procesados
770000601016|10.0|Canasta Básica
770000601017|19.0|Bebidas Azucaradas
770000601018|0.0|Snacks
770000601019|10.0|Alimentos Procesados
770000601020|5.0|Alimentos Procesados
770000601021|5.0|Bebidas Azucaradas
770000601022|10.0|Canasta Básica
770000601023|0.0|Bebidas Azucaradas
770000601024|5.0|Alimentos Procesados
770000601025|10.0|Lácteos
770000601026|5.0|Lácteos
770000601027|5.0|Canasta Básica
770000601028|0.0|Alimentos Procesados
770000601029|5.0|Bebidas Azucaradas
770000601030|0.0|Lácteos
770000601031|10.0|Alimentos Procesados
770000601032|19.0|Canasta Básica
770000601033|19.0|Alimentos Procesados
770000601034|19.0|Bebidas Azucaradas
770000601035|10.0|Lácteos
770000601036|19.0|Canasta Básica
770000601037|10.0|Lácteos
770000601038|0.0|Lácteos
770000601039|0.0|Bebidas Azucaradas
770000601040|5.0|Canasta Básica
770000601041|5.0|Lácteos
770000601042|5.0|Canasta Básica
770000601043|19.0|Canasta Básica
770000601044|10.0|Alimentos Procesados
770000601045|5.0|Bebidas Azucaradas
770000601046|19.0|Alimentos Procesados
770000601047|5.0|Bebidas Azucaradas
770000601048|10.0|Canasta Básica
770000601049|10.0|Canasta Básica
770000601050|0.0|Alimentos Procesados
770000601051|5.0|Alimentos Procesados
770000601052|0.0|Snacks
770000601053|5.0|Lácteos
770000601054|19.0|Canasta Básica
770000601055|0.0|Snacks
770000601056|19.0|Lácteos
770000601057|10.0|Canasta Básica
770000601058|19.0|Canasta Básica
770000601059|19.0|Lácteos
770000601060|5.0|Alimentos Procesados
770000601061|10.0|Alimentos Procesados
770000601062|19.0|Canasta Básica
770000601063|0.0|Bebidas Azucaradas
770000601064|0.0|Bebidas Azucaradas
770000601065|5.0|Lácteos
770000601066|19.0|Alimentos Procesados
770000601067|19.0|Canasta Básica
770000601068|5.0|Lácteos
770000601069|19.0|Snacks
770000601070|19.0|Lácteos
770000601071|10.0|Snacks
770000601072|5.0|Lácteos
770000601073|19.0|Lácteos
770000601074|19.0|Canasta Básica
770000601075|19.0|Snacks
770000601076|10.0|Snacks
770000601077|10.0|Alimentos Procesados
770000601078|10.0|Canasta Básica
770000601079|5.0|Snacks
770000601080|0.0|Bebidas Azucaradas
770000601081|5.0|Bebidas Azucaradas
770000601082|10.0|Lácteos
770000601083|5.0|Canasta Básica
770000601084|19.0|Lácteos
770000601085|0.0|Bebidas Azucaradas
770000601086|0.0|Bebidas Azucaradas
770000601087|0.0|Lácteos
770000601088|0.0|Alimentos Procesados
770000601089|5.0|Canasta Básica
770000601090|10.0|Snacks
770000601091|10.0|Snacks
770000601092|10.0|Bebidas Azucaradas
770000601093|10.0|Snacks
770000601094|0.0|Canasta Básica
770000601095|10.0|Lácteos
770000601096|0.0|Lácteos
770000601097|19.0|Snacks
770000601098|19.0|Lácteos
770000601099|19.0|Canasta Básica
770000601100|0.0|Lácteos
770000601101|19.0|Lácteos
770000601102|5.0|Canasta Básica
770000601103|5.0|Bebidas Azucaradas
770000601104|0.0|Lácteos
770000601105|5.0|Alimentos Procesados
770000601106|19.0|Lácteos
770000601107|0.0|Bebidas Azucaradas
770000601108|5.0|Bebidas Azucaradas
770000601109|10.0|Snacks
770000601110|5.0|Canasta Básica
770000601111|5.0|Snacks
770000601112|19.0|Alimentos Procesados
770000601113|10.0|Snacks
770000601114|19.0|Lácteos
770000601115|10.0|Bebidas Azucaradas
770000601116|0.0|Canasta Básica
770000601117|19.0|Bebidas Azucaradas
770000601118|5.0|Snacks
770000601119|0.0|Canasta Básica
770000601120|10.0|Canasta Básica
770000601121|5.0|Lácteos
770000601122|0.0|Bebidas Azucaradas
770000601123|0.0|Canasta Básica
770000601124|10.0|Alimentos Procesados
770000601125|19.0|Canasta Básica
770000601126|5.0|Alimentos Procesados
770000601127|0.0|Bebidas Azucaradas
770000601128|19.0|Alimentos Procesados
770000601129|0.0|Alimentos Procesados
770000601130|0.0|Canasta Básica
770000601131|0.0|Bebidas Azucaradas
770000601132|5.0|Canasta Básica
770000601133|10.0|Snacks
770000601134|0.0|Lácteos
770000601135|0.0|Lácteos
770000601136|19.0|Canasta Básica
770000601137|5.0|Canasta Básica
770000601138|5.0|Alimentos Procesados
770000601139|10.0|Alimentos Procesados
770000601140|0.0|Snacks
770000601141|5.0|Lácteos
770000601142|0.0|Alimentos Procesados
770000601143|0.0|Lácteos
770000601144|10.0|Lácteos
770000601145|10.0|Bebidas Azucaradas
770000601146|5.0|Snacks
770000601147|0.0|Snacks
770000601148|10.0|Lácteos
770000601149|5.0|Bebidas Azucaradas
770000601150|10.0|Canasta Básica
770000601151|19.0|Bebidas Azucaradas
770000601152|10.0|Alimentos Procesados
770000601153|5.0|Bebidas Azucaradas
770000601154|19.0|Bebidas Azucaradas
770000601155|19.0|Bebidas Azucaradas
770000601156|0.0|Snacks
770000601157|0.0|Alimentos Procesados
770000601158|5.0|Canasta Básica
770000601159|5.0|Canasta Básica
770000601160|10.0|Snacks
770000601161|10.0|Snacks
770000601162|5.0|Lácteos
770000601163|19.0|Bebidas Azucaradas
770000701164|19.0|Bebidas Azucaradas
770000701165|5.0|Canasta Básica
770000701166|5.0|Snacks
770000701167|19.0|Bebidas Azucaradas
770000701168|19.0|Bebidas Azucaradas
770000701169|5.0|Lácteos
770000701170|19.0|Canasta Básica
770000701171|10.0|Snacks
770000701172|5.0|Snacks
770000701173|10.0|Bebidas Azucaradas
770000701174|0.0|Alimentos Procesados
770000701175|5.0|Alimentos Procesados
770000701176|19.0|Bebidas Azucaradas
770000701177|0.0|Canasta Básica
770000701178|19.0|Alimentos Procesados
770000701179|10.0|Alimentos Procesados
770000701180|10.0|Canasta Básica
770000701181|0.0|Snacks
770000701182|5.0|Snacks
770000701183|10.0|Snacks
770000701184|10.0|Alimentos Procesados
770000701185|5.0|Lácteos
770000701186|19.0|Bebidas Azucaradas
770000701187|10.0|Snacks
770000701188|5.0|Lácteos
770000701189|0.0|Bebidas Azucaradas
770000701190|0.0|Canasta Básica
770000701191|19.0|Alimentos Procesados
770000701192|19.0|Canasta Básica
770000701193|19.0|Snacks
770000701194|10.0|Alimentos Procesados
770000701195|0.0|Canasta Básica
770000701196|5.0|Bebidas Azucaradas
770000701197|10.0|Bebidas Azucaradas
770000701198|5.0|Bebidas Azucaradas
770000701199|10.0|Snacks
770000701200|19.0|Bebidas Azucaradas
770000701201|19.0|Alimentos Procesados
770000701202|5.0|Lácteos
770000701203|19.0|Snacks
770000701204|0.0|Lácteos
770000701205|0.0|Canasta Básica
770000701206|0.0|Alimentos Procesados
770000701207|19.0|Bebidas Azucaradas
770000701208|10.0|Canasta Básica
770000701209|19.0|Bebidas Azucaradas
770000701210|10.0|Lácteos
770000701211|10.0|Snacks
770000701212|0.0|Snacks
770000701213|0.0|Canasta Básica
770000701214|19.0|Lácteos
770000701215|19.0|Canasta Básica
770000701216|19.0|Canasta Básica
770000701217|0.0|Bebidas Azucaradas
770000701218|0.0|Snacks
770000701219|5.0|Lácteos
770000701220|19.0|Alimentos Procesados
770000701221|10.0|Canasta Básica
770000701222|19.0|Alimentos Procesados
770000701223|19.0|Snacks
770000701224|5.0|Lácteos
770000701225|10.0|Lácteos
770000701226|0.0|Alimentos Procesados
770000701227|0.0|Bebidas Azucaradas
770000701228|0.0|Snacks
770000701229|10.0|Bebidas Azucaradas
770000701230|10.0|Lácteos
770000701231|10.0|Alimentos Procesados
770000701232|10.0|Alimentos Procesados
770000701233|0.0|Bebidas Azucaradas
770000701234|5.0|Canasta Básica
770000701235|10.0|Bebidas Azucaradas
770000701236|19.0|Lácteos
770000701237|0.0|Alimentos Procesados
770000701238|0.0|Snacks
770000701239|5.0|Lácteos
770000701240|19.0|Bebidas Azucaradas
770000701241|0.0|Lácteos
770000701242|10.0|Snacks
770000701243|0.0|Alimentos Procesados
770000701244|5.0|Bebidas Azucaradas
770000701245|5.0|Alimentos Procesados
770000701246|19.0|Alimentos Procesados
770000701247|10.0|Lácteos
770000701248|5.0|Alimentos Procesados
770000701249|10.0|Alimentos Procesados
770000701250|0.0|Alimentos Procesados
770000701251|19.0|Lácteos
770000701252|0.0|Alimentos Procesados
770000701253|5.0|Alimentos Procesados
770000701254|19.0|Alimentos Procesados
770000701255|19.0|Alimentos Procesados
770000701256|19.0|Bebidas Azucaradas
770000701257|5.0|Canasta Básica
770000701258|0.0|Bebidas Azucaradas
770000701259|0.0|Lácteos
770000701260|0.0|Bebidas Azucaradas
770000701261|10.0|Lácteos
770000701262|10.0|Alimentos Procesados
770000701263|5.0|Lácteos
770000701264|19.0|Snacks
770000701265|10.0|Bebidas Azucaradas
770000701266|5.0|Lácteos
770000701267|5.0|Bebidas Azucaradas
770000701268|5.0|Alimentos Procesados
770000701269|0.0|Canasta Básica
770000701270|5.0|Canasta Básica
770000701271|5.0|Canasta Básica
770000701272|5.0|Canasta Básica
770000701273|5.0|Alimentos Procesados
770000701274|19.0|Snacks
770000701275|0.0|Snacks
770000701276|5.0|Lácteos
770000701277|0.0|Snacks
770000701278|10.0|Bebidas Azucaradas
770000701279|5.0|Lácteos
770000701280|0.0|Canasta Básica
770000701281|10.0|Snacks
770000701282|0.0|Snacks
770000701283|19.0|Lácteos
770000701284|0.0|Bebidas Azucaradas
770000701285|10.0|Snacks
770000701286|0.0|Alimentos Procesados
770000701287|5.0|Snacks
770000701288|0.0|Canasta Básica
770000701289|5.0|Lácteos
770000701290|10.0|Lácteos
770000701291|10.0|Alimentos Procesados
770000701292|19.0|Canasta Básica
770000701293|10.0|Lácteos
770000701294|19.0|Snacks
770000701295|19.0|Canasta Básica
770000701296|10.0|Snacks
770000701297|10.0|Bebidas Azucaradas
770000701298|19.0|Alimentos Procesados
770000701299|19.0|Canasta Básica
770000701300|5.0|Lácteos
770000701301|5.0|Snacks
770000701302|10.0|Lácteos
770000701303|19.0|Lácteos
770000701304|5.0|Snacks
770000701305|10.0|Bebidas Azucaradas
770000701306|10.0|Alimentos Procesados
770000701307|19.0|Bebidas Azucaradas
770000701308|5.0|Canasta Básica
770000701309|5.0|Canasta Básica
770000701310|5.0|Bebidas Azucaradas
770000701311|0.0|Bebidas Azucaradas
770000701312|10.0|Lácteos
770000701313|10.0|Alimentos Procesados
770000701314|5.0|Snacks
770000701315|10.0|Bebidas Azucaradas
770000701316|19.0|Canasta Básica
770000701317|0.0|Canasta Básica
770000701318|5.0|Bebidas Azucaradas
770000701319|5.0|Snacks
770000701320|5.0|Snacks
770000701321|10.0|Bebidas Azucaradas
770000701322|19.0|Lácteos
770000701323|19.0|Lácteos
770000701324|5.0|Snacks
770000701325|19.0|Bebidas Azucaradas
770000701326|19.0|Bebidas Azucaradas
770000701327|0.0|Canasta Básica
770000701328|0.0|Alimentos Procesados
770000701329|19.0|Bebidas Azucaradas
770000701330|10.0|Bebidas Azucaradas
770000701331|19.0|Alimentos Procesados
770000701332|5.0|Snacks
770000701333|0.0|Bebidas Azucaradas
770000701334|19.0|Canasta Básica
770000701335|10.0|Lácteos
770000701336|0.0|Snacks
770000701337|0.0|Alimentos Procesados
770000701338|10.0|Bebidas Azucaradas
770000701339|5.0|Alimentos Procesados
770000701340|5.0|Lácteos
770000701341|0.0|Lácteos
770000701342|19.0|Lácteos
770000701343|5.0|Canasta Básica
770000701344|10.0|Lácteos
770000701345|5.0|Snacks
770000701346|10.0|Snacks
770000701347|0.0|Bebidas Azucaradas
770000701348|5.0|Bebidas Azucaradas
770000701349|19.0|Canasta Básica
770000701350|5.0|Canasta Básica
770000701351|5.0|Canasta Básica
770000701352|10.0|Snacks
770000701353|5.0|Lácteos
770000701354|19.0|Alimentos Procesados
770000701355|19.0|Bebidas Azucaradas
770000701356|0.0|Alimentos Procesados
770000701357|5.0|Canasta Básica
770000801358|0.0|Alimentos Procesados
770000801359|19.0|Snacks
770000801360|10.0|Lácteos
770000801361|19.0|Lácteos
770000801362|10.0|Lácteos
770000801363|0.0|Canasta Básica
770000801364|5.0|Lácteos
770000801365|5.0|Snacks
770000801366|5.0|Alimentos Procesados
770000801367|0.0|Bebidas Azucaradas
770000801368|10.0|Alimentos Procesados
770000801369|19.0|Alimentos Procesados
770000801370|5.0|Lácteos
770000801371|0.0|Canasta Básica
770000801372|5.0|Bebidas Azucaradas
770000801373|5.0|Alimentos Procesados
770000801374|5.0|Snacks
770000801375|5.0|Bebidas Azucaradas
770000801376|10.0|Snacks
770000801377|19.0|Snacks
770000801378|10.0|Bebidas Azucaradas
770000801379|10.0|Snacks
770000801380|10.0|Lácteos
770000801381|5.0|Canasta Básica
770000801382|5.0|Lácteos
770000801383|5.0|Canasta Básica
770000801384|10.0|Alimentos Procesados
770000801385|5.0|Lácteos
770000801386|10.0|Bebidas Azucaradas
770000801387|10.0|Canasta Básica
770000801388|0.0|Snacks
770000801389|0.0|Bebidas Azucaradas
770000801390|19.0|Snacks
770000801391|19.0|Snacks
770000801392|5.0|Alimentos Procesados
770000801393|19.0|Alimentos Procesados
770000801394|19.0|Canasta Básica
770000801395|0.0|Lácteos
770000801396|10.0|Bebidas Azucaradas
770000801397|5.0|Snacks
770000801398|5.0|Snacks
770000801399|19.0|Bebidas Azucaradas
770000801400|19.0|Lácteos
770000801401|10.0|Alimentos Procesados
770000801402|19.0|Snacks
770000801403|5.0|Lácteos
770000801404|10.0|Bebidas Azucaradas
770000801405|0.0|Snacks
770000801406|10.0|Bebidas Azucaradas
770000801407|10.0|Canasta Básica
770000801408|0.0|Alimentos Procesados
770000801409|0.0|Lácteos
770000801410|10.0|Bebidas Azucaradas
770000801411|0.0|Bebidas Azucaradas
770000801412|10.0|Canasta Básica
770000801413|5.0|Snacks
770000801414|5.0|Bebidas Azucaradas
770000801415|10.0|Alimentos Procesados
770000801416|5.0|Bebidas Azucaradas
770000801417|0.0|Canasta Básica
770000801418|10.0|Snacks
770000801419|0.0|Lácteos
770000801420|0.0|Lácteos
770000801421|19.0|Snacks
770000801422|5.0|Canasta Básica
770000801423|0.0|Bebidas Azucaradas
770000801424|5.0|Bebidas Azucaradas
770000801425|0.0|Snacks
770000801426|19.0|Bebidas Azucaradas
770000801427|0.0|Alimentos Procesados
770000801428|5.0|Alimentos Procesados
770000801429|0.0|Alimentos Procesados
770000801430|10.0|Alimentos Procesados
770000801431|19.0|Snacks
770000801432|0.0|Canasta Básica
770000801433|5.0|Canasta Básica
770000801434|5.0|Lácteos
770000801435|19.0|Lácteos
770000801436|10.0|Bebidas Azucaradas
770000801437|0.0|Lácteos
770000801438|0.0|Alimentos Procesados
770000801439|5.0|Lácteos
770000801440|10.0|Snacks
770000801441|19.0|Snacks
770000801442|5.0|Bebidas Azucaradas
770000801443|5.0|Bebidas Azucaradas
770000801444|0.0|Bebidas Azucaradas
770000801445|5.0|Alimentos Procesados
770000801446|19.0|Lácteos
770000801447|0.0|Bebidas Azucaradas
770000801448|5.0|Alimentos Procesados
770000801449|10.0|Alimentos Procesados
770000801450|5.0|Bebidas Azucaradas
770000801451|10.0|Bebidas Azucaradas
770000801452|19.0|Snacks
770000801453|19.0|Alimentos Procesados
770000801454|5.0|Snacks
770000801455|19.0|Snacks
770000801456|0.0|Lácteos
770000801457|19.0|Snacks
770000801458|10.0|Canasta Básica
770000801459|5.0|Lácteos
770000801460|5.0|Lácteos
770000801461|10.0|Alimentos Procesados
770000801462|19.0|Snacks
770000801463|10.0|Canasta Básica
770000801464|10.0|Bebidas Azucaradas
770000801465|0.0|Canasta Básica
770000801466|0.0|Snacks
770000801467|10.0|Bebidas Azucaradas
770000801468|0.0|Canasta Básica
770000801469|19.0|Bebidas Azucaradas
770000801470|0.0|Snacks
770000801471|5.0|Canasta Básica
770000801472|5.0|Bebidas Azucaradas
770000801473|0.0|Alimentos Procesados
770000801474|5.0|Lácteos
770000801475|10.0|Alimentos Procesados
770000801476|10.0|Alimentos Procesados
770000801477|10.0|Lácteos
770000801478|10.0|Snacks
770000801479|10.0|Snacks
770000801480|0.0|Bebidas Azucaradas
770000801481|10.0|Snacks
770000801482|5.0|Lácteos
770000801483|10.0|Canasta Básica
770000801484|10.0|Lácteos
770000801485|5.0|Bebidas Azucaradas
770000801486|0.0|Canasta Básica
770000801487|10.0|Bebidas Azucaradas
770000801488|10.0|Lácteos
770000801489|0.0|Snacks
770000801490|0.0|Bebidas Azucaradas
770000801491|19.0|Snacks
770000801492|10.0|Lácteos
770000801493|10.0|Lácteos
770000801494|19.0|Bebidas Azucaradas
770000801495|5.0|Bebidas Azucaradas
770000801496|5.0|Lácteos
770000801497|0.0|Lácteos
770000801498|0.0|Bebidas Azucaradas
770000801499|19.0|Alimentos Procesados
770000801500|0.0|Alimentos Procesados
770000801501|19.0|Alimentos Procesados
770000801502|19.0|Lácteos
770000801503|0.0|Canasta Básica
770000801504|0.0|Snacks
770000801505|0.0|Snacks
770000801506|0.0|Bebidas Azucaradas
770000801507|0.0|Lácteos
770000801508|5.0|Snacks
770000801509|5.0|Canasta Básica
770000801510|19.0|Lácteos
770000801511|0.0|Snacks
770000801512|0.0|Canasta Básica
770000801513|0.0|Alimentos Procesados
770000801514|0.0|Canasta Básica
770000801515|19.0|Snacks
770000801516|5.0|Alimentos Procesados
770000801517|19.0|Snacks
770000801518|10.0|Canasta Básica
770000801519|19.0|Bebidas Azucaradas
770000801520|5.0|Lácteos
770000801521|5.0|Lácteos
770000801522|5.0|Alimentos Procesados
770000801523|10.0|Canasta Básica
770000801524|0.0|Canasta Básica
770000801525|0.0|Canasta Básica
770000801526|10.0|Alimentos Procesados
770000801527|0.0|Alimentos Procesados
770000801528|5.0|Lácteos
770000801529|10.0|Lácteos
770000801530|0.0|Bebidas Azucaradas
770000801531|0.0|Snacks
770000801532|0.0|Alimentos Procesados
770000801533|10.0|Snacks
770000801534|5.0|Lácteos
770000801535|19.0|Bebidas Azucaradas
770000801536|19.0|Snacks
770000801537|5.0|Lácteos
770000801538|0.0|Snacks
770000801539|5.0|Lácteos
770000801540|0.0|Bebidas Azucaradas
770000801541|0.0|Canasta Básica
770000801542|19.0|Bebidas Azucaradas
770000801543|5.0|Bebidas Azucaradas
770000801544|0.0|Bebidas Azucaradas
770000801545|5.0|Lácteos
770000801546|10.0|Bebidas Azucaradas
770000801547|5.0|Bebidas Azucaradas
770000801548|0.0|Snacks
770000801549|19.0|Alimentos Procesados
770000801550|19.0|Alimentos Procesados
770000801551|5.0|Alimentos Procesados
770000901552|10.0|Canasta Básica
770000901553|5.0|Alimentos Procesados
770000901554|19.0|Lácteos
770000901555|5.0|Canasta Básica
770000901556|10.0|Bebidas Azucaradas
770000901557|0.0|Alimentos Procesados
770000901558|10.0|Snacks
770000901559|0.0|Alimentos Procesados
770000901560|19.0|Snacks
770000901561|10.0|Alimentos Procesados
770000901562|0.0|Snacks
770000901563|5.0|Alimentos Procesados
770000901564|0.0|Snacks
770000901565|5.0|Canasta Básica
770000901566|19.0|Snacks
770000901567|0.0|Snacks
770000901568|5.0|Lácteos
770000901569|0.0|Snacks
770000901570|19.0|Lácteos
770000901571|10.0|Lácteos
770000901572|10.0|Lácteos
770000901573|5.0|Bebidas Azucaradas
770000901574|10.0|Canasta Básica
770000901575|10.0|Lácteos
770000901576|19.0|Bebidas Azucaradas
770000901577|5.0|Snacks
770000901578|0.0|Bebidas Azucaradas
770000901579|19.0|Alimentos Procesados
770000901580|19.0|Snacks
770000901581|0.0|Lácteos
770000901582|10.0|Alimentos Procesados
770000901583|0.0|Snacks
770000901584|0.0|Alimentos Procesados
770000901585|19.0|Canasta Básica
770000901586|5.0|Snacks
770000901587|10.0|Snacks
770000901588|5.0|Bebidas Azucaradas
770000901589|10.0|Canasta Básica
770000901590|19.0|Alimentos Procesados
770000901591|0.0|Canasta Básica
770000901592|10.0|Canasta Básica
770000901593|19.0|Lácteos
770000901594|10.0|Bebidas Azucaradas
770000901595|19.0|Alimentos Procesados
770000901596|10.0|Bebidas Azucaradas
770000901597|19.0|Bebidas Azucaradas
770000901598|19.0|Lácteos
770000901599|10.0|Canasta Básica
770000901600|5.0|Bebidas Azucaradas
770000901601|19.0|Lácteos
770000901602|19.0|Canasta Básica
770000901603|0.0|Canasta Básica
770000901604|5.0|Alimentos Procesados
770000901605|19.0|Bebidas Azucaradas
770000901606|19.0|Bebidas Azucaradas
770000901607|10.0|Alimentos Procesados
770000901608|10.0|Snacks
770000901609|0.0|Bebidas Azucaradas
770000901610|0.0|Lácteos
770000901611|19.0|Canasta Básica
770000901612|10.0|Lácteos
770000901613|0.0|Canasta Básica
770000901614|19.0|Bebidas Azucaradas
770000901615|19.0|Canasta Básica
770000901616|19.0|Canasta Básica
770000901617|0.0|Snacks
770000901618|10.0|Canasta Básica
770000901619|19.0|Alimentos Procesados
770000901620|19.0|Alimentos Procesados
770000901621|19.0|Bebidas Azucaradas
770000901622|0.0|Lácteos
770000901623|10.0|Bebidas Azucaradas
770000901624|19.0|Lácteos
770000901625|19.0|Canasta Básica
770000901626|0.0|Canasta Básica
770000901627|5.0|Snacks
770000901628|0.0|Alimentos Procesados
770000901629|0.0|Canasta Básica
